X,Y,Label
9996,19118,6
9524,20596,6
9939,21298,6
10240,19297,6
9979,20216,6
9229,18243,6
9321,19766,6
9318,20459,6
9221,19687,6
9710,19536,6
9369,20186,6
9661,19647,6
9506,19470,6
9523,18798,6
9296,19970,6
9863,20195,6
9455,18912,6
10090,18843,6
8926,18555,6
8993,18579,6
9508,19494,6
9474,19392,6
10144,20810,6
9702,19434,6
9627,20726,6
9869,21119,6
10518,20344,6
11047,20773,6
12564,22395,6
13140,21191,6
12629,21592,6
13018,20794,6
12590,20909,6
12749,21480,6
12741,22050,6
12211,21088,6
11100,20517,6
11644,20661,6
10981,19050,6
11263,21421,6
11456,21292,6
11411,20527,6
12067,20209,6
11893,20979,6
11552,21193,6
11819,21504,6
11384,21494,6
11884,22325,6
11457,20570,6
11381,20167,6
11892,20388,6
12227,20995,6
12099,20657,6
11955,20461,6
11735,21470,6
11749,22028,6
12514,20636,6
11520,20389,6
10908,19861,6
12240,20867,6
12863,20634,6
12858,20912,6
13285,21885,6
13503,20461,6
13053,21384,7
13656,20231,7
13834,20966,7
14629,21633,7
14472,23157,7
15117,21704,7
13879,22098,7
14180,20957,7
13233,22961,7
12915,21057,7
12539,21538,7
12950,21269,7
11765,21141,7
11395,21541,7
11148,21381,7
10758,21643,7
10280,20261,7
10987,22331,7
11210,21075,7
12095,22221,7
12712,22742,7
13077,21343,7
11138,20824,7
9924,21082,7
9940,21367,7
10701,20297,7
10289,21162,7
10258,18926,7
10459,20995,7
9285,20240,7
9361,20305,7
10085,21199,7
9934,20495,7
9982,19400,7
9531,19720,7
9341,18903,7
9839,20956,7
9678,18982,7
9486,19952,7
10054,20650,7
9629,20476,7
9534,19780,7
9806,20377,7
10178,21312,7
10780,21101,7
9997,19860,7
9624,20952,7
9990,19365,7
9780,20748,7
9767,20225,7
9907,21034,7
10245,21310,7
9970,19343,7
10251,20880,7
10386,21699,7
10446,21237,7
10459,21203,7
10450,20232,7
10176,20864,7
10588,21638,7
10310,21547,7
10932,21178,7
10622,20442,7
10321,21336,7
11137,20287,7
11654,21116,7
11635,21349,7
11458,21173,7
11331,20172,7
12155,21456,7
12132,20912,7
12198,21177,7
12076,21403,7
11912,21034,7
11968,20810,7
12249,20746,7
12046,20989,7
11145,20922,7
11857,20959,7
12117,20371,7
12023,20509,7
12706,22237,7
11213,21215,7
11689,20890,7
10663,20128,0
10378,20155,0
10140,19913,0
9085,18858,0
8759,20109,0
9094,19090,0
8888,19520,0
8909,19309,0
9091,19333,0
9096,19113,0
9090,18547,0
9093,19706,0
8895,18639,0
8516,19733,0
9043,19651,0
8476,19968,0
8745,19613,0
9014,19586,0
9431,19967,0
8678,18526,0
8769,19340,0
8895,18943,0
8976,19505,0
9254,20476,0
9048,19295,0
9231,20202,0
9264,18610,0
9047,19779,0
9024,18434,0
9499,19576,0
9916,19755,0
10105,20221,0
10078,18642,0
9831,18335,0
9122,19362,0
9047,18946,0
9211,19321,0
8814,19075,0
8428,19216,0
7976,18413,0
8594,18683,0
7774,18379,0
7646,17790,0
7885,19092,0
8171,17747,0
7654,18744,0
7326,18652,0
7278,18391,0
7639,17758,0
7702,18016,0
7602,18068,0
7418,17190,0
7270,18940,0
6860,18235,0
7280,18822,0
7738,18228,0
7202,17711,0
6784,18172,0
7425,17454,0
7353,17281,0
7082,17890,0
7306,17828,0
7009,17604,0
7395,19655,0
